,Pickup Address,Destination Address,Platform Type,Personal or Business,Distance (KM),Rider Id,Time from Pickup to Arrival
422,Nairobi,Nairobi,3,Business,7,Rider_Id_764,831
423,Nairobi,Kiambu,3,Business,29,Rider_Id_620,4056
424,Nairobi,Nairobi,1,Personal,6,Rider_Id_249,1393
425,Nairobi,Nairobi,3,Business,4,Rider_Id_932,571
426,Nairobi,Ngong,3,Business,8,Rider_Id_949,1561
427,Nairobi,Nairobi,3,Business,6,Rider_Id_752,1143
428,Nairobi,Nairobi,3,Business,5,Rider_Id_754,923
429,Nairobi,Athi River,3,Business,16,Rider_Id_813,1192
430,Pumwani,Pumwani,1,Business,12,Rider_Id_397,673
431,Nairobi,Nairobi,3,Personal,5,Rider_Id_338,751
432,Ngong,Nairobi,3,Business,10,Rider_Id_211,2785
433,Pumwani,Nairobi,3,Business,15,Rider_Id_817,3349
434,Nairobi,Nairobi,3,Business,7,Rider_Id_268,1431
435,Nairobi,Nairobi,1,Personal,7,Rider_Id_754,1116
436,Nairobi,Nairobi,3,Business,6,Rider_Id_669,1641
437,Nairobi,Pumwani,3,Business,15,Rider_Id_576,1442
438,Nairobi,Nairobi,3,Business,5,Rider_Id_727,4246
439,Ngong,Nairobi,3,Business,16,Rider_Id_831,3111
440,Nairobi,Nairobi,3,Business,2,Rider_Id_898,651
441,Nairobi,Nairobi,3,Business,8,Rider_Id_79,1445
442,Pumwani,Nairobi,3,Business,11,Rider_Id_518,1537
443,Nairobi,Kiambu,3,Business,16,Rider_Id_222,1576
444,Pumwani,Pumwani,3,Business,12,Rider_Id_589,4241
445,Pumwani,Pumwani,3,Business,3,Rider_Id_521,12
446,Nairobi,Ngong,3,Business,8,Rider_Id_470,1178
447,Nairobi,Nairobi,3,Business,7,Rider_Id_775,68
448,Nairobi,Nairobi,3,Business,4,Rider_Id_39,9
449,Nairobi,Nairobi,3,Business,5,Rider_Id_507,923
450,Nairobi,Kiambu,3,Business,12,Rider_Id_96,2399
451,Kiambu,Nairobi,1,Personal,25,Rider_Id_704,245
452,Nairobi,Nairobi,3,Business,7,Rider_Id_31,1487
453,Nairobi,Nairobi,1,Business,14,Rider_Id_45,2002
454,Nairobi,Nairobi,3,Business,8,Rider_Id_469,3581
455,Pumwani,Nairobi,3,Business,9,Rider_Id_297,1187
456,Nairobi,Nairobi,3,Business,13,Rider_Id_925,1988
457,Nairobi,Nairobi,3,Business,10,Rider_Id_591,1484
458,Ngong,Nairobi,1,Personal,22,Rider_Id_680,2587
459,Pumwani,Ngong,3,Business,30,Rider_Id_670,2289
460,Nairobi,Nairobi,3,Business,2,Rider_Id_898,660
461,Nairobi,Nairobi,3,Business,6,Rider_Id_187,881
462,Nairobi,Nairobi,3,Business,4,Rider_Id_599,1493
463,Pumwani,Kiambu,3,Business,21,Rider_Id_130,2174
464,Nairobi,Nairobi,1,Personal,5,Rider_Id_263,952
465,Pumwani,Pumwani,3,Business,8,Rider_Id_660,1979
466,Nairobi,Nairobi,3,Business,9,Rider_Id_726,1089
467,Nairobi,Nairobi,3,Personal,3,Rider_Id_415,598
468,Pumwani,Nairobi,3,Business,4,Rider_Id_2,484
469,Nairobi,Nairobi,3,Business,5,Rider_Id_320,636
470,Nairobi,Nairobi,2,Personal,7,Rider_Id_312,1151
471,Nairobi,Nairobi,3,Business,3,Rider_Id_202,858
472,Pumwani,Nairobi,1,Personal,8,Rider_Id_546,1522
473,Nairobi,Kiambu,3,Business,15,Rider_Id_512,2382
474,Nairobi,Nairobi,3,Business,9,Rider_Id_576,1079
475,Nairobi,Nairobi,3,Business,3,Rider_Id_411,2
476,Nairobi,Nairobi,1,Personal,4,Rider_Id_427,548
477,Nairobi,Nairobi,3,Business,15,Rider_Id_410,4408
478,Nairobi,Nairobi,2,Business,8,Rider_Id_465,997
479,Nairobi,Nairobi,3,Business,14,Rider_Id_523,1718
480,Pumwani,Nairobi,2,Personal,17,Rider_Id_742,2949
481,Nairobi,Nairobi,3,Business,12,Rider_Id_132,1616
482,Nairobi,Nairobi,3,Business,4,Rider_Id_496,950
483,Nairobi,Nairobi,1,Personal,3,Rider_Id_857,416
484,Nairobi,Pumwani,3,Business,13,Rider_Id_882,2038
485,Nairobi,Pumwani,3,Business,6,Rider_Id_100,1115
486,Pumwani,Kiambu,2,Personal,7,Rider_Id_266,781
487,Nairobi,Nairobi,3,Business,7,Rider_Id_404,1034
488,Pumwani,Nairobi,3,Business,12,Rider_Id_661,1631
489,Nairobi,Nairobi,3,Business,14,Rider_Id_25,4284
490,Nairobi,Pumwani,3,Business,15,Rider_Id_520,1297
491,Nairobi,Nairobi,3,Business,6,Rider_Id_276,1027
492,Nairobi,Nairobi,3,Business,1,Rider_Id_547,387
493,Nairobi,Pumwani,3,Business,14,Rider_Id_179,1001
494,Nairobi,Nairobi,3,Business,8,Rider_Id_61,2925
495,Nairobi,Nairobi,3,Business,5,Rider_Id_854,665
496,Nairobi,Nairobi,2,Personal,9,Rider_Id_729,1887
497,Nairobi,Nairobi,3,Business,6,Rider_Id_178,3796
498,Nairobi,Pumwani,2,Personal,10,Rider_Id_74,1544
499,Nairobi,Nairobi,3,Business,6,Rider_Id_554,4415
500,Nairobi,Nairobi,3,Business,16,Rider_Id_559,2165
501,Nairobi,Nairobi,3,Personal,3,Rider_Id_678,7
502,Nairobi,Nairobi,3,Business,7,Rider_Id_709,1339
503,Nairobi,Nairobi,3,Business,2,Rider_Id_156,576
504,Pumwani,Nairobi,3,Business,21,Rider_Id_175,3537
505,Nairobi,Pumwani,3,Business,23,Rider_Id_584,2172
506,Nairobi,Nairobi,3,Business,8,Rider_Id_559,3084
507,Nairobi,Nairobi,3,Business,8,Rider_Id_804,1521
508,Pumwani,Kiambu,2,Personal,19,Rider_Id_100,1926
509,Pumwani,Nairobi,3,Business,18,Rider_Id_48,2122
510,Nairobi,Nairobi,1,Personal,4,Rider_Id_519,2015
511,Kikuyu,Nairobi,1,Personal,10,Rider_Id_313,1811
512,Nairobi,Ngong,3,Business,17,Rider_Id_297,1346
513,Nairobi,Nairobi,3,Business,3,Rider_Id_337,337
514,Nairobi,Nairobi,2,Personal,4,Rider_Id_749,643
515,Pumwani,Nairobi,3,Business,13,Rider_Id_61,1692
516,Nairobi,Nairobi,3,Business,15,Rider_Id_27,2993
517,Pumwani,Athi River,3,Business,12,Rider_Id_343,1784
518,Nairobi,Ngong,3,Business,19,Rider_Id_291,3515
519,Nairobi,Pumwani,3,Business,11,Rider_Id_857,824
520,Nairobi,Nairobi,3,Business,9,Rider_Id_155,1737
521,Nairobi,Nairobi,3,Business,8,Rider_Id_752,1259
522,Nairobi,Nairobi,3,Business,14,Rider_Id_619,2027
523,Nairobi,Kikuyu,3,Personal,8,Rider_Id_161,2338
524,Pumwani,Nairobi,2,Personal,19,Rider_Id_178,2344
525,Ngong,Nairobi,2,Personal,14,Rider_Id_147,2092
526,Nairobi,Kiambu,3,Business,14,Rider_Id_52,4521
527,Nairobi,Pumwani,3,Business,9,Rider_Id_613,1245
528,Nairobi,Nairobi,3,Personal,5,Rider_Id_343,925
529,Nairobi,Pumwani,3,Business,10,Rider_Id_862,1883
530,Nairobi,Ngong,1,Personal,16,Rider_Id_951,2160
531,Pumwani,Pumwani,3,Business,12,Rider_Id_377,1787
532,Nairobi,Nairobi,3,Business,17,Rider_Id_197,3618
533,Pumwani,Nairobi,3,Business,8,Rider_Id_521,1408
534,Nairobi,Nairobi,3,Business,8,Rider_Id_205,1315
535,Pumwani,Nairobi,3,Business,19,Rider_Id_103,1950
536,Nairobi,Nairobi,3,Personal,10,Rider_Id_288,1168
537,Nairobi,Nairobi,3,Business,5,Rider_Id_660,1402
538,Nairobi,Nairobi,2,Personal,4,Rider_Id_620,842
539,Pumwani,Pumwani,3,Business,5,Rider_Id_154,2143
540,Nairobi,Nairobi,3,Business,8,Rider_Id_951,965
541,Nairobi,Nairobi,3,Business,11,Rider_Id_436,4341
542,Pumwani,Pumwani,1,Personal,8,Rider_Id_648,3428
543,Nairobi,Nairobi,3,Business,7,Rider_Id_733,1166
544,Nairobi,Nairobi,3,Business,6,Rider_Id_178,470
545,Nairobi,Nairobi,3,Business,5,Rider_Id_48,686
546,Nairobi,Nairobi,3,Business,10,Rider_Id_616,1954
547,Nairobi,Nairobi,3,Business,8,Rider_Id_643,1998
548,Nairobi,Nairobi,3,Personal,5,Rider_Id_161,1088
549,Nairobi,Nairobi,3,Business,3,Rider_Id_770,642
550,Nairobi,Pumwani,3,Business,12,Rider_Id_247,1527
551,Nairobi,Athi River,3,Business,17,Rider_Id_703,1951
552,Nairobi,Kikuyu,3,Business,21,Rider_Id_519,3268
553,Nairobi,Nairobi,2,Personal,8,Rider_Id_634,1051
554,Nairobi,Nairobi,3,Business,6,Rider_Id_540,1454
555,Ngong,Nairobi,3,Business,16,Rider_Id_543,2065
556,Nairobi,Nairobi,3,Business,8,Rider_Id_842,898
557,Nairobi,Kiambu,3,Business,18,Rider_Id_583,2492
558,Nairobi,Pumwani,3,Business,22,Rider_Id_295,2990
559,Nairobi,Nairobi,3,Business,10,Rider_Id_686,1639
560,Nairobi,Nairobi,3,Business,9,Rider_Id_754,524
561,Nairobi,Nairobi,3,Business,10,Rider_Id_2,990
562,Pumwani,Nairobi,3,Business,19,Rider_Id_42,4948
563,Nairobi,Nairobi,3,Business,11,Rider_Id_349,6
564,Pumwani,Pumwani,3,Business,8,Rider_Id_890,1415
565,Nairobi,Pumwani,3,Business,9,Rider_Id_332,1576
566,Nairobi,Nairobi,3,Business,3,Rider_Id_396,482
567,Nairobi,Nairobi,3,Business,7,Rider_Id_673,1842
568,Nairobi,Nairobi,3,Business,3,Rider_Id_205,533
569,Nairobi,Pumwani,3,Business,12,Rider_Id_88,4756
570,Nairobi,Nairobi,3,Business,14,Rider_Id_702,1787
571,Nairobi,Nairobi,3,Business,7,Rider_Id_908,1122
572,Nairobi,Pumwani,3,Business,16,Rider_Id_784,2561
573,Nairobi,Nairobi,3,Business,8,Rider_Id_956,1367
574,Nairobi,Nairobi,1,Personal,9,Rider_Id_208,1129
575,Pumwani,Nairobi,3,Personal,12,Rider_Id_26,4522
576,Nairobi,Nairobi,3,Business,2,Rider_Id_158,528
577,Nairobi,Nairobi,3,Business,9,Rider_Id_658,1249
578,Nairobi,Nairobi,2,Personal,7,Rider_Id_116,1499
579,Pumwani,Nairobi,3,Personal,8,Rider_Id_402,1462
580,Nairobi,Nairobi,3,Business,9,Rider_Id_623,1103
581,Nairobi,Nairobi,3,Business,9,Rider_Id_192,1664
582,Nairobi,Nairobi,3,Business,1,Rider_Id_875,313
583,Ngong,Nairobi,1,Personal,14,Rider_Id_327,3362
584,Pumwani,Nairobi,3,Business,20,Rider_Id_341,3756
585,Nairobi,Nairobi,3,Business,8,Rider_Id_404,1914
586,Nairobi,Nairobi,3,Business,9,Rider_Id_306,4236
587,Nairobi,Nairobi,3,Business,8,Rider_Id_4,837
588,Kiambu,Nairobi,3,Business,13,Rider_Id_315,1237
589,Nairobi,Nairobi,3,Business,7,Rider_Id_910,2084
590,Nairobi,Pumwani,3,Business,12,Rider_Id_932,3083
591,Nairobi,Nairobi,3,Business,4,Rider_Id_881,589
592,Nairobi,Pumwani,2,Personal,15,Rider_Id_350,2009
593,Nairobi,Nairobi,3,Business,1,Rider_Id_685,3
594,Nairobi,Pumwani,1,Personal,9,Rider_Id_148,3364
595,Nairobi,Nairobi,3,Business,11,Rider_Id_39,50
596,Nairobi,Nairobi,1,Personal,6,Rider_Id_383,908
597,Nairobi,Nairobi,3,Business,8,Rider_Id_231,971
598,Nairobi,Nairobi,3,Business,2,Rider_Id_531,2
599,Nairobi,Kiambu,3,Business,26,Rider_Id_68,2
600,Nairobi,Nairobi,3,Business,4,Rider_Id_523,486
601,Nairobi,Pumwani,3,Business,21,Rider_Id_425,2208
602,Nairobi,Pumwani,3,Business,6,Rider_Id_95,1137
603,Pumwani,Nairobi,1,Personal,6,Rider_Id_179,584
604,Nairobi,Nairobi,3,Personal,3,Rider_Id_559,876
605,Nairobi,Nairobi,3,Business,9,Rider_Id_817,1945
606,Nairobi,Nairobi,3,Business,8,Rider_Id_843,1541
607,Nairobi,Nairobi,3,Business,4,Rider_Id_39,2
608,Nairobi,Nairobi,3,Business,5,Rider_Id_634,4535
609,Nairobi,Nairobi,3,Business,6,Rider_Id_857,841
610,Nairobi,Nairobi,3,Business,3,Rider_Id_611,1591
611,Nairobi,Nairobi,3,Business,8,Rider_Id_598,1375
612,Nairobi,Kiambu,3,Business,13,Rider_Id_318,2918
613,Nairobi,Pumwani,3,Business,18,Rider_Id_880,3205
614,Nairobi,Nairobi,3,Business,8,Rider_Id_132,1102
615,Nairobi,Nairobi,3,Business,3,Rider_Id_770,480
616,Nairobi,Nairobi,3,Business,7,Rider_Id_518,1183
617,Nairobi,Nairobi,1,Personal,6,Rider_Id_431,989
618,Nairobi,Pumwani,3,Business,14,Rider_Id_882,1321
619,Nairobi,Nairobi,1,Personal,9,Rider_Id_519,1163
620,Nairobi,Nairobi,3,Business,8,Rider_Id_279,1390
621,Nairobi,Nairobi,3,Personal,11,Rider_Id_411,1358
622,Pumwani,Pumwani,3,Business,15,Rider_Id_231,2991
623,Pumwani,Athi River,1,Business,12,Rider_Id_731,1675
624,Nairobi,Nairobi,2,Personal,6,Rider_Id_937,1444
625,Pumwani,Nairobi,1,Personal,21,Rider_Id_847,3163
626,Nairobi,Pumwani,3,Business,18,Rider_Id_583,2717
627,Pumwani,Nairobi,3,Business,24,Rider_Id_48,2325
628,Nairobi,Nairobi,3,Business,9,Rider_Id_379,922
629,Nairobi,Nairobi,3,Business,8,Rider_Id_551,970
630,Nairobi,Pumwani,3,Business,11,Rider_Id_267,1678
631,Nairobi,Nairobi,3,Business,15,Rider_Id_858,1962
632,Nairobi,Athi River,3,Personal,20,Rider_Id_583,2399
633,Nairobi,Nairobi,3,Business,8,Rider_Id_301,1181
634,Pumwani,Pumwani,3,Business,4,Rider_Id_304,2272
635,Nairobi,Nairobi,3,Business,13,Rider_Id_239,2
636,Nairobi,Kiambu,3,Business,12,Rider_Id_354,1225
637,Pumwani,Pumwani,3,Business,13,Rider_Id_676,1385
638,Nairobi,Nairobi,3,Personal,5,Rider_Id_754,628
639,Nairobi,Pumwani,2,Personal,11,Rider_Id_65,1539
640,Pumwani,Nairobi,3,Business,19,Rider_Id_647,2774
641,Nairobi,Nairobi,1,Personal,8,Rider_Id_131,1004
642,Pumwani,Nairobi,3,Personal,11,Rider_Id_449,1558
643,Nairobi,Nairobi,3,Business,8,Rider_Id_518,1413
644,Pumwani,Pumwani,3,Business,5,Rider_Id_26,782
645,Nairobi,Nairobi,1,Personal,9,Rider_Id_64,2642
646,Nairobi,Nairobi,3,Business,8,Rider_Id_167,2163
647,Pumwani,Nairobi,1,Business,19,Rider_Id_265,1848
648,Nairobi,Nairobi,3,Business,4,Rider_Id_623,2
649,Nairobi,Nairobi,3,Business,3,Rider_Id_844,1960
650,Nairobi,Pumwani,3,Business,15,Rider_Id_194,4650
651,Nairobi,Nairobi,2,Personal,4,Rider_Id_521,953
652,Nairobi,Pumwani,3,Business,11,Rider_Id_341,1301
653,Nairobi,Nairobi,3,Business,1,Rider_Id_819,642
654,Nairobi,Nairobi,3,Personal,6,Rider_Id_166,1998
655,Pumwani,Kiambu,3,Business,17,Rider_Id_233,3091
656,Pumwani,Nairobi,3,Business,9,Rider_Id_88,1401
657,Kiambu,Nairobi,3,Business,18,Rider_Id_384,2950
658,Nairobi,Nairobi,3,Business,5,Rider_Id_452,994
659,Nairobi,Pumwani,3,Business,18,Rider_Id_557,3228
660,Nairobi,Pumwani,3,Business,13,Rider_Id_26,1511
661,Nairobi,Nairobi,3,Business,10,Rider_Id_764,1295
662,Nairobi,Nairobi,1,Personal,9,Rider_Id_882,1917
663,Nairobi,Nairobi,3,Business,3,Rider_Id_489,1134
664,Nairobi,Nairobi,3,Business,6,Rider_Id_845,754
665,Nairobi,Nairobi,3,Business,7,Rider_Id_81,1702
666,Nairobi,Nairobi,1,Business,5,Rider_Id_101,916
667,Nairobi,Nairobi,1,Business,6,Rider_Id_916,1069
668,Nairobi,Nairobi,3,Personal,4,Rider_Id_803,705
669,Nairobi,Nairobi,3,Business,14,Rider_Id_239,1757
670,Nairobi,Nairobi,3,Business,11,Rider_Id_722,2618
671,Nairobi,Nairobi,3,Business,6,Rider_Id_755,1897
672,Nairobi,Nairobi,3,Business,1,Rider_Id_101,209
673,Nairobi,Nairobi,3,Business,8,Rider_Id_85,1360
674,Nairobi,Nairobi,3,Business,9,Rider_Id_523,1105
675,Nairobi,Nairobi,3,Business,8,Rider_Id_742,1192
676,Ngong,Nairobi,3,Business,21,Rider_Id_853,2242
677,Pumwani,Pumwani,3,Business,16,Rider_Id_519,2570
678,Pumwani,Nairobi,3,Business,21,Rider_Id_883,2043
679,Nairobi,Nairobi,3,Business,8,Rider_Id_100,907
680,Nairobi,Nairobi,3,Business,8,Rider_Id_291,550
681,Nairobi,Nairobi,3,Business,6,Rider_Id_291,2042
682,Nairobi,Nairobi,3,Business,8,Rider_Id_591,3906
683,Nairobi,Nairobi,3,Business,5,Rider_Id_172,1411
684,Pumwani,Nairobi,3,Business,23,Rider_Id_594,2979
685,Nairobi,Nairobi,3,Business,7,Rider_Id_809,923
686,Nairobi,Kiambu,3,Business,19,Rider_Id_394,1581
687,Nairobi,Nairobi,1,Business,7,Rider_Id_147,2640
688,Pumwani,Nairobi,3,Business,14,Rider_Id_787,2244
689,Nairobi,Nairobi,2,Personal,6,Rider_Id_144,1027
690,Pumwani,Kiambu,3,Personal,29,Rider_Id_168,3873
691,Ngong,Ngong,3,Personal,2,Rider_Id_226,158
692,Nairobi,Nairobi,3,Business,8,Rider_Id_219,1102
693,Pumwani,Nairobi,3,Business,11,Rider_Id_925,1301
694,Pumwani,Nairobi,3,Personal,5,Rider_Id_181,1688
695,Nairobi,Pumwani,3,Business,18,Rider_Id_103,1412
696,Pumwani,Nairobi,3,Business,4,Rider_Id_554,922
697,Nairobi,Nairobi,3,Business,7,Rider_Id_899,2060
698,Nairobi,Nairobi,3,Business,2,Rider_Id_511,745
699,Nairobi,Nairobi,3,Business,10,Rider_Id_709,2096
700,Pumwani,Nairobi,3,Business,12,Rider_Id_519,1967
701,Nairobi,Nairobi,3,Business,14,Rider_Id_523,1641
702,Nairobi,Nairobi,3,Business,4,Rider_Id_535,14
703,Nairobi,Nairobi,3,Business,7,Rider_Id_829,1446
704,Nairobi,Nairobi,3,Business,5,Rider_Id_222,760
705,Nairobi,Pumwani,3,Business,20,Rider_Id_218,2949
706,Nairobi,Nairobi,3,Business,5,Rider_Id_612,901
707,Nairobi,Pumwani,3,Business,20,Rider_Id_778,5565
708,Nairobi,Nairobi,3,Business,9,Rider_Id_554,1227
709,Pumwani,Pumwani,1,Personal,4,Rider_Id_87,894
710,Nairobi,Nairobi,3,Business,7,Rider_Id_208,1184
711,Pumwani,Nairobi,3,Business,5,Rider_Id_134,2166
712,Nairobi,Nairobi,3,Business,3,Rider_Id_250,28
713,Nairobi,Nairobi,3,Business,6,Rider_Id_503,1345
714,Nairobi,Nairobi,3,Business,4,Rider_Id_379,2248
715,Nairobi,Nairobi,2,Personal,5,Rider_Id_85,800
716,Pumwani,Pumwani,3,Business,11,Rider_Id_283,1308
717,Nairobi,Nairobi,3,Business,3,Rider_Id_932,112
718,Nairobi,Nairobi,3,Business,9,Rider_Id_937,966
719,Nairobi,Nairobi,1,Personal,7,Rider_Id_852,916
720,Nairobi,Nairobi,3,Business,16,Rider_Id_148,1923
721,Nairobi,Nairobi,3,Business,12,Rider_Id_194,2464
722,Nairobi,Nairobi,3,Business,1,Rider_Id_819,5
723,Nairobi,Pumwani,3,Business,20,Rider_Id_290,2652
724,Nairobi,Nairobi,3,Business,7,Rider_Id_166,1176
725,Nairobi,Nairobi,3,Business,3,Rider_Id_933,566
726,Nairobi,Nairobi,3,Business,8,Rider_Id_801,1258
727,Nairobi,Nairobi,2,Personal,5,Rider_Id_232,870
728,Pumwani,Nairobi,3,Business,10,Rider_Id_178,1747
729,Nairobi,Kiambu,3,Business,16,Rider_Id_309,2108
730,Nairobi,Nairobi,3,Business,3,Rider_Id_725,9
731,Nairobi,Nairobi,3,Business,3,Rider_Id_882,889
732,Nairobi,Pumwani,3,Business,13,Rider_Id_880,1309
733,Nairobi,Pumwani,3,Business,15,Rider_Id_62,3545
734,Nairobi,Nairobi,2,Personal,5,Rider_Id_906,854
735,Nairobi,Nairobi,3,Business,4,Rider_Id_651,9
736,Nairobi,Nairobi,3,Business,13,Rider_Id_685,3675
737,Nairobi,Ngong,3,Business,8,Rider_Id_161,1123
738,Nairobi,Nairobi,2,Personal,9,Rider_Id_196,1127
739,Pumwani,Ngong,1,Personal,21,Rider_Id_890,2426
740,Nairobi,Pumwani,3,Business,23,Rider_Id_55,2168
741,Pumwani,Nairobi,3,Business,18,Rider_Id_715,2145
742,Nairobi,Nairobi,3,Business,8,Rider_Id_279,665
743,Nairobi,Nairobi,3,Business,7,Rider_Id_676,1104
744,Nairobi,Nairobi,3,Business,14,Rider_Id_515,2540
745,Pumwani,Kiambu,3,Business,17,Rider_Id_260,2227
746,Nairobi,Nairobi,3,Business,8,Rider_Id_755,1516
747,Nairobi,Nairobi,3,Business,2,Rider_Id_668,786
748,Nairobi,Nairobi,3,Business,2,Rider_Id_125,359
749,Nairobi,Nairobi,3,Business,10,Rider_Id_770,1441
750,Nairobi,Pumwani,3,Business,18,Rider_Id_854,2784
751,Nairobi,Nairobi,3,Business,4,Rider_Id_646,1606
752,Nairobi,Nairobi,1,Personal,7,Rider_Id_536,2862
753,Pumwani,Nairobi,3,Business,14,Rider_Id_629,1695
754,Nairobi,Nairobi,3,Business,10,Rider_Id_881,1331
755,Nairobi,Nairobi,3,Business,12,Rider_Id_855,1260
756,Nairobi,Nairobi,3,Business,9,Rider_Id_956,3830
757,Nairobi,Nairobi,3,Business,9,Rider_Id_660,2721
758,Nairobi,Nairobi,3,Business,10,Rider_Id_137,284
759,Ngong,Nairobi,3,Business,12,Rider_Id_800,1404
760,Nairobi,Nairobi,3,Business,8,Rider_Id_103,799
761,Nairobi,Pumwani,1,Personal,7,Rider_Id_890,1608
762,Nairobi,Kiambu,1,Business,23,Rider_Id_648,1985
763,Pumwani,Nairobi,3,Business,12,Rider_Id_191,1646
764,Nairobi,Nairobi,3,Business,11,Rider_Id_726,1837
765,Pumwani,Pumwani,3,Business,9,Rider_Id_532,985
766,Nairobi,Pumwani,1,Personal,9,Rider_Id_521,1850
767,Nairobi,Pumwani,3,Business,5,Rider_Id_813,165
768,Nairobi,Nairobi,3,Business,3,Rider_Id_332,1120
769,Nairobi,Pumwani,3,Business,17,Rider_Id_583,2163
770,Nairobi,Ngong,3,Business,13,Rider_Id_762,2355
771,Nairobi,Kikuyu,3,Business,22,Rider_Id_674,3487
772,Nairobi,Nairobi,3,Business,6,Rider_Id_206,781
773,Pumwani,Nairobi,1,Personal,14,Rider_Id_543,1996
774,Nairobi,Nairobi,3,Business,9,Rider_Id_858,1486
775,Nairobi,Ngong,3,Business,14,Rider_Id_551,2588
776,Pumwani,Pumwani,3,Business,3,Rider_Id_591,703
777,Nairobi,Pumwani,3,Business,15,Rider_Id_725,4652
778,Nairobi,Nairobi,3,Business,8,Rider_Id_74,486
779,Nairobi,Nairobi,3,Business,10,Rider_Id_387,1772
780,Nairobi,Nairobi,3,Business,7,Rider_Id_547,1012
781,Nairobi,Nairobi,3,Business,6,Rider_Id_649,974
782,Nairobi,Nairobi,3,Business,3,Rider_Id_427,996
783,Nairobi,Nairobi,1,Personal,2,Rider_Id_215,1139
784,Ngong,Nairobi,1,Business,16,Rider_Id_938,2810
785,Nairobi,Nairobi,3,Business,4,Rider_Id_188,758
786,Pumwani,Nairobi,3,Business,21,Rider_Id_541,2018
787,Nairobi,Limuru,3,Business,34,Rider_Id_822,3321
788,Nairobi,Nairobi,1,Personal,7,Rider_Id_612,1080
789,Nairobi,Nairobi,2,Business,8,Rider_Id_752,1669
790,Nairobi,Nairobi,3,Business,2,Rider_Id_368,475
791,Nairobi,Nairobi,3,Business,8,Rider_Id_485,862
792,Pumwani,Nairobi,3,Personal,19,Rider_Id_377,2340
793,Nairobi,Ngong,3,Business,16,Rider_Id_131,2482
794,Nairobi,Nairobi,3,Business,2,Rider_Id_948,571
795,Pumwani,Pumwani,3,Business,11,Rider_Id_206,1843
796,Nairobi,Nairobi,3,Business,8,Rider_Id_761,1946
797,Pumwani,Nairobi,3,Business,14,Rider_Id_272,2089
798,Nairobi,Pumwani,3,Business,12,Rider_Id_660,1625
799,Pumwani,Nairobi,3,Business,4,Rider_Id_778,525
800,Nairobi,Nairobi,3,Business,14,Rider_Id_111,1524
801,Nairobi,Kiambu,3,Business,32,Rider_Id_26,3175
802,Nairobi,Pumwani,3,Business,22,Rider_Id_634,2284
803,Nairobi,Pumwani,3,Business,7,Rider_Id_506,4293
804,Nairobi,Nairobi,3,Business,3,Rider_Id_211,2817
805,Nairobi,Nairobi,3,Business,12,Rider_Id_188,1237
806,Nairobi,Nairobi,3,Business,8,Rider_Id_177,1795
807,Nairobi,Nairobi,3,Business,8,Rider_Id_237,1088
808,Nairobi,Nairobi,3,Personal,5,Rider_Id_804,2055
809,Nairobi,Nairobi,3,Business,3,Rider_Id_341,371
810,Nairobi,Nairobi,3,Business,3,Rider_Id_910,2285
811,Nairobi,Nairobi,3,Business,6,Rider_Id_205,9
812,Nairobi,Nairobi,3,Business,5,Rider_Id_831,1178
813,Nairobi,Nairobi,3,Business,9,Rider_Id_684,4412
814,Nairobi,Pumwani,3,Business,19,Rider_Id_228,2048
815,Nairobi,Kikuyu,3,Business,9,Rider_Id_161,1275
816,Ngong,Nairobi,1,Personal,14,Rider_Id_844,1953
817,Nairobi,Nairobi,3,Business,6,Rider_Id_268,1885
818,Nairobi,Nairobi,3,Business,10,Rider_Id_62,1388
819,Nairobi,Nairobi,3,Business,2,Rider_Id_547,1271
820,Nairobi,Nairobi,3,Business,2,Rider_Id_726,10
821,Nairobi,Nairobi,3,Business,4,Rider_Id_427,1456
822,Nairobi,Ngong,3,Business,18,Rider_Id_172,3390
823,Nairobi,Nairobi,3,Business,5,Rider_Id_726,550
824,Ngong,Nairobi,3,Business,18,Rider_Id_379,2099
825,Nairobi,Nairobi,3,Business,2,Rider_Id_427,428
826,Nairobi,Nairobi,3,Business,6,Rider_Id_41,92
827,Nairobi,Nairobi,3,Business,4,Rider_Id_863,2
828,Kiambu,Nairobi,2,Business,12,Rider_Id_532,1942
829,Nairobi,Ngong,3,Business,18,Rider_Id_74,1688
830,Nairobi,Kiambu,3,Business,15,Rider_Id_501,1145
831,Nairobi,Nairobi,3,Business,16,Rider_Id_742,1987
832,Nairobi,Nairobi,3,Business,8,Rider_Id_268,1863
833,Nairobi,Nairobi,3,Business,2,Rider_Id_564,602
834,Nairobi,Nairobi,2,Business,9,Rider_Id_449,1014
835,Nairobi,Pumwani,3,Business,9,Rider_Id_910,324
836,Nairobi,Nairobi,3,Business,8,Rider_Id_89,1743
837,Nairobi,Nairobi,3,Business,11,Rider_Id_829,1244
838,Nairobi,Nairobi,3,Business,7,Rider_Id_829,989
839,Nairobi,Kiambu,3,Business,15,Rider_Id_607,2077
840,Nairobi,Nairobi,3,Business,11,Rider_Id_329,1778
841,Nairobi,Nairobi,3,Business,4,Rider_Id_326,871
842,Nairobi,Nairobi,3,Business,9,Rider_Id_576,1087
843,Nairobi,Pumwani,3,Business,14,Rider_Id_695,1499
844,Pumwani,Kiambu,3,Business,6,Rider_Id_75,745
845,Nairobi,Nairobi,3,Business,3,Rider_Id_124,5
846,Nairobi,Nairobi,3,Business,11,Rider_Id_515,3
